categoryName;englishName;humanFormat;populate;visible;generalizations;mutexExceptions;knownNegatives;instanceType;seedInstances;seedExtractionPatterns;conceptSynonyms;queryString;editDate;author;curator;description;freebaseID;comment;
doença;diseases;%s is a {disease};TRUE;TRUE;condiçãoFisiológica;;;all;"""câncer de pulmão"" ""diabetes"" ""câncer de mama"" ""artrite"" ""gripe suína"" ""meningite"" ""varíola"" ""rubéola"" ""ebola"" ""encefalite"" ""bronquite"" ""depressão"" ""ossos quebrados"" ""hipertensão"" ""ataques cardíacos"" ""derrame cerebral"" ""pedras nos rins"" ""HIV"" ""AIDS"" ""HIV/AIDS"" ""câncer de mama"" ""câncer de próstata"" ""câncer"" ""pressão alta"" ""rinite"" ""câncer de músculo do rato""";"""doenças tais como _"" ""doenças assim como _"" ""doenças como _"" ""doença tal como _"" ""doença assim como _"" ""doença como _"" ""_ é uma doença"" ""_ é a doença"" ""é a doença _"" ""doença conhecida como _"" ""doença chamada de _"" ""doença apelidada de _"" ""_ é uma das doenças""  ";;doença;2014-10-31;Maísa Duarte;Maísa Duarte;A disease is an abnormal condition of the human body that causes discomfort or impairs bodily functions. This type also includes medical conditions such as injuries, disabilities, disorders, syndromes, etc. that affect the normal functioning of a person, whether physically or mentally. ;/medicine/disease;Translated (only 2 removed and 2 added);
droga;drugs;%s is a {drug};TRUE;TRUE;produto;química;;proper;"""Aspirina"" ""Ampicilina"" ""Anfetamina"" ""Amoxicilina"" ""Bacillus Calmette-Guérin"" ""Cloranfenicol"" ""Ciprofloxacina"" ""Carbamazepina"" ""Cocaína"" ""Crack"" ""Dehidroepiandrosterona"" ""MDMA"" ""Omeprazol"" ""AZT"" ""Atripla"" ""Antiretroviral"" ""Crixivan"" ""Ecstasy"" ""Tabaco"" ""Quetamina"" "" Buprenorfina"" ""Maconha"" ""Heroína"" ""Benzodiazepínicos"" ""Cartilagem de Tubarão "" ""Anorexígenos"" ""Avapro HCT"" ""Varfarina"" ""Lectinas "" ""Merla"" ""Hachich""";"""drogas tais como _"" ""drogas assim como _"" ""drogas como _"" ""droga tal como _"" ""droga assim como _"" ""droga como _"" ""_ é uma droga"" ""_ é a droga"" ""é a droga _"" ""droga conhecida como _"" ""droga chamada de _"" ""droga apelidada de _"" ""_ é uma das drogas""  ";;droga;2014-10-31;Maísa Duarte;Maísa Duarte;A drug is a chemical substance that has, or is reputed to have, a phyisological effect on an organism. Medicinal, herbal, and illegal drugs can be included in this type.;/medicine/drug;Translated, removed and added some names;
setorEconômico;economic sectors;%s is an {economic sector};TRUE;TRUE;abstractThing;questõesPolíticas campoAcadêmico;;all;"""publicidade"" ""aeroespacial"" ""agricultura"" ""alumínio"" ""biotecnologia"" ""desenvolvimento de software"" ""hardware"" ""bancário"" ""eletrônicos"" ""serviços financeiros"" ""bens de consumo"" ""automobilístico"" ""farmacêutico"" ""agronegócio"" ""video games""";"""_ é um setor econômico"" ""_ é o setor econômico"" ""é o setor econômico _"" ""setor econômico conhecido como _"" ""setor econômico chamado de _"" ""setor econômico apelidado de _"" ""_ é um dos setores econômicos"" ""setores econômicos tais como _"" ""setores econômicos assim como _"" ""setores econômicos como _"" ""setor econômico tal como _"" ""setor econômico assim como _"" ""setor econômico como _""";;setor econômico;2014-10-31;Maísa Duarte;Maísa Duarte;An economy may include several sectors (also called industries) (http://en.wikipedia.org/wiki/Economic_sectors);/business/industry;Translated, removed and added some names;
eleição;elections;%s is an {election};TRUE;TRUE;evento;;;all;"""eleição presidencial de 2006"" ""eleições municipais de 2008"" ""eleições 2004"" ""eleições 2008"" ""eleição presidencial"" ""eleições de 2000""";"""eleições tais como _"" ""eleições assim como _"" ""eleições como _"" ""eleição tal como _"" ""eleição assim como _"" ""eleição como _"" ""_ é uma eleição"" ""_ é a eleição"" ""é a eleição _"" ""eleição conhecida como _"" ""eleição chamada de _"" ""eleição apelidada de _"" ""_ é uma das eleições""  ";;eleição;2014-10-31;Maísa Duarte;Maísa Duarte;An opportunity for constituents to vote for a political party or candidate for a governmental office or seat, or the ability to run for a governmental office or seat (as is the case with primaries). (FreeBase);/government/election;Translated;
emoção;emotions;%s is an {emotion};TRUE;TRUE;abstractThing;;;common;"""ansiedade"" ""depressão"" ""ódio"" ""alegria"" ""amor"" ""felicidade"" ""tristeza"" ""medo"" ""raiva"" ""frustração"" ""nostalgia"" ""felicidade"" ""inveja"" ""entusiasmo"" ""tédio""";"""emoções tais como _"" ""emoções assim como _"" ""emoções como _"" ""emoção tal como _"" ""emoção assim como _"" ""emoção como _"" ""_ é uma emoção"" ""_ é a emoção"" ""é a emoção _"" ""emoção conhecida como _"" ""emoção chamada de _"" ""emoção apelidada de _"" ""_ é uma das emoções""  ";;emoção;2014-10-31;Maísa Duarte;Maísa Duarte;Emotion is the complex psychophysiological experience of an individual's state of mind as interacting with biochemical (internal) and environmental (external) influences (http://en.wikipedia.org/wiki/Emotion);;Translated (just one name removed and one added);
grupoÉtnico;nationalities;%s is an {ethnic group};TRUE;TRUE;abstractThing;questõesPolíticas;;proper;"""Americanos"" ""Brasileiro"" ""Britânicos"" ""Chinês"" ""Holandês"" ""Inglês"" ""Franceses"" ""Alemães"" ""Indianos"" ""Romanos""";"""_ é um grupo etnico"" ""_ é o grupo etnico"" ""é o grupo etnico _"" ""grupo etnico conhecido como _"" ""grupo etnico chamado de _"" ""grupo etnico apelidado de _"" ""_ é um dos grupos etnicos"" ""grupos etnicos tais como _"" ""grupos etnicos assim como _"" ""grupos etnicos como _"" ""grupo etnico tal como _"" ""grupo etnico assim como _"" ""grupo etnico como _"" ""etnias tais como _"" ""etnias assim como _"" ""etnias como _"" ""etnia tal como _"" ""etnia assim como _"" ""etnia como _"" ""_ é uma etnia"" ""_ é a etnia"" ""é a etnia _"" ""etnia conhecida como _"" ""etnia chamada de _"" ""etnia apelidada de _"" ""_ é uma das etnias""  ";;grupo étnico;2014-10-31;Maísa Duarte;Maísa Duarte;A group of individuals that share common characteristics, such as ancestry, country of origin, language, religion, culture and physical appearance.;/people/ethnicity;Translated;
evento;events;%s is an {event};FALSE;FALSE;abstractThing;;;all;"""Rock In Rio"" ""João Rock"" ""ISDA"" ""IJCAI"" ""Formatura"" ""Colação de Grau"" ""Casamento do príncipe"" ""Festival""";"""_ é um evento"" ""_ é o evento"" ""é o evento _"" ""evento conhecido como _"" ""evento chamado de _"" ""evento apelidado de _"" ""_ é um dos eventos"" ""eventos tais como _"" ""eventos assim como _"" ""eventos como _"" ""evento tal como _"" ""evento assim como _"" ""evento como _"" ";;evento;2014-10-31;Maísa Duarte;Maísa Duarte;An event is a topic that can be described by the time or date at which it happened. Long-lasting events may be described as occurring between two dates. It is sometimes appropriate to create abstract events, as collections of other events;/time/event;;
resultadoDeEvento;outcomes;%s is an {event outcome};TRUE;TRUE;evento;;;common;"""fracasso"" ""sucesso"" ""impasse"" ""ganho"" ""glória"" ""triunfo"" ""vitória"" ""desgraça"" ""desventura"" ""perda"" ""derrota""";"""_ é um resultado de evento"" ""_ é o resultado de evento"" ""é o resultado de evento _"" ""resultado de evento conhecido como _"" ""resultado de evento chamado de _"" ""resultado de evento apelidado de _"" ""_ é um dos resultados de evento"" ""resultados de evento tais como _"" ""resultados de evento assim como _"" ""resultados de evento como _"" ""resultado de evento tal como _"" ""resultado de evento assim como _"" ""resultado de evento como _"" ";;resultado de evento;2014-10-31;Maísa Duarte;Maísa Duarte;"a final product or end result; consequence; issue (http://dictionary.reference.com/browse/outcome)";;Translated (just one name removed and one added);
fazenda;localização geolocalização;%s is a {farm};TRUE;TRUE;localização;construção atração;;proper;"""Haras Flor do Campo"" ""Haras Sacramento"" ""Haras West Wind"" ""Haras West Wind"" ""Fazenda Santa Cecília"" ""Fazenda Conceição"" ""Fazenda Monte Alegre"" ""Fazenda Gironda"" ""Fazenda Barra do Peixe"" ""Fazenda Vale do Sol"" ""Fazenda Santana"" ""Fazenda Sant'Ana"" ""Fazenda Chapadão"" ""Fazenda Santa Helena"" ""Fazenda Barra do Peixe"" ""Fazenda Bom Retiro"" ""Fazenda Bom Retiro "" ""Fazenda Santa Maria"" ""Fazenda São João"" ""Fazenda Alvorada"" ""Fazenda do Chocolate"" ""Fazenda da Esperança"" ""Fazenda das Pedras""";"""_ é uma fazenda"" ""_ é um sítio"" ""_ é uma propriedade rural"" ""_ é uma propriedade rural"" ""dono da fazenda _"" ""plantação de milho na fazenda _"" ""plantação de café na _ "" ""plantação de milho na _"" ""plantação de soja na fazenda _"" ""hotel fazenda _"" ""_ oferece diversão,natureza"" ""plantação de café na fazenda _"" ""na fazenda _"" ""fazendas tais como _"" ""fazendas assim como _"" ""fazendas como _"" ""fazenda tal como _"" ""fazenda assim como _"" ""fazenda como _""""_ é a fazenda"" ""é a fazenda _"" ""fazenda conhecida como _"" ""fazenda chamada de _"" ""fazenda apelidada de _"" ""_ é uma das fazendas""  ";;fazenda;2014-10-31;Maísa Duarte;Maísa Duarte;an area of land, including various structures, devoted primarily to the practice of producing and managing food (produce, grains, or livestock), fibres and, increasingly, fuel.;none;Removed almost all and added brazilian names; juiz professor autorDeAM criminoso diretorDeCinema diretorExecutivo astronauta 
feminino;women;%s is a {female};TRUE;TRUE;pessoa;diretorExecutivo autorDeAM astronauta criminoso juiz diretorDeCinema professor atleta treinador jornalista político celebridade cientista ator músico escritor artistaDeArteVisual chefeDeCozinha comediante modelo pessoaPorLocalidade arquiteto monarca;;proper;"""Fátima Bernardes"" ""Hebe Camargo"" ""Dilma Rousseff"" ""Ivete Sangalo"" ""Fátima Bernardes"" ""Sandy"" ""Ana hickmann"" ""Claudinha Leite"" ""Cássia Eller"" ""Maria Rita"" ""Carolina Ferraz"" ""Angélica"" ""Luiza Brunet"" ""Suzana Vieira"" ""Maitê Proença""";"""mulheres tais como _"" ""mulheres assim como _"" ""mulheres como _"" ""mulher tal como _"" ""mulher assim como _"" ""mulher como _"" ""_ é uma mulher"" ""_ é a mulher"" ""é a mulher _"" ""mulher conhecida como _"" ""mulher chamada de _"" ""mulher apelidada de _"" ""_ é uma das mulheres"" ";;feminino;2014-10-31;Maísa Duarte;Maísa Duarte;This category includes all female human beings.;;Removed almost all and added brazilian names;
festivalDeFilmes;film festivals;%s is a film {festival};TRUE;TRUE;evento;;;proper;"""Festival de Veneza"" ""Festival de Cannes"" ""Animage"" ""Festival de Cinema do Rio de Janeiro"" ""Festival de Gramado"" ""Festival de Brasília do Cinema Brasileiro"" ""Festival de Cinema Punto de Vista"" ""Festival de Cinema de Paulínia"" ""Festival Internacional de Cinema da Bienal de Curitiba"" ""Toronto International Film Festival"" ""Mostra de Cinema de BH"" ""Festival Internacional de Documentários de Amsterdã""";"""_ é um festival de filmes"" ""_ é o festival de filmes"" ""é o festival de filmes _"" ""festival de filmes conhecido como _"" ""festival de filmes chamado de _"" ""festival de filmes apelidado de _"" ""_ é um dos festivais de filmes"" ""festivais de filmes tais como _"" ""festivais de filmes assim como _"" ""festivais de filmes como _"" ""festival de filmes tal como _"" ""festival de filmes assim como _"" ""festival de filmes como _"" ";;festival de filmes;2014-10-31;Maísa Duarte;Maísa Duarte;"""Film festivals at which movies are shown.""";/film/film_festival;Removed almost all and added brazilian names;
peixe;fish;%s is a {fish};TRUE;TRUE;vertebrado;;;common;"""tubarões"" ""anchovas"" ""cascudo"" ""tilápia"" ""bacalhau"" ""pacu"" ""salmão"" ""lambari"" ""traíra"" ""corimba"" ""bagre"" ""linguado"" ""piraputanga"" ""tambaqui"" ""dourado""";"""_ é um peixe"" ""_ é o peixe"" ""é o peixe _"" ""peixe conhecido como _"" ""peixe chamado de _"" ""peixe apelidado de _"" ""_ é um dos peixes"" ""peixes tais como _"" ""peixes assim como _"" ""peixes como _"" ""peixe tal como _"" ""peixe assim como _"" ""peixe como _"" ";;peixe;2014-10-31;Maísa Duarte;Maísa Duarte;"A fish is any aquatic vertebrate animal that is covered with scales, and equipped with two sets of paired fins and several unpaired fins. Most fish are ""cold-blooded"", or ectothermic, allowing their body temperatures to vary as ambient temperatures change.";none;Removed almost all and added brazilian names;
itemDePiso;floor items;%s is an {item found on the floor};TRUE;TRUE;itemDoméstico;itemDeCozinha itemDeHall itemDeBanheiro itemDeEscritório itemDoQuarto ;"""faca"" ""tesoura"" ""copo de vinho"" ""espelho"" ""janela""";all;"""carpete"" ""colchonete"" ""sapato"" ""mesa"" ""cadeira"" ""sofá"" ""divã"" ""escrivaninha"" ""móveis"" ""tapete"" ""banco"" ""lata de lixo"" ""lixeira"" ""balde do lixo""";"""_ é um item de piso"" ""_ é o item de piso"" ""é o item de piso _"" ""item de piso conhecido como _"" ""item de piso chamado de _"" ""item de piso apelidado de _"" ""item de piso tal como _"" ""item de piso assim como _"" ""item de piso como _"" ""_ é um dos itens de piso"" ""itens de piso tais como _"" ""itens de piso assim como _"" ""itens de piso como _""";;item de piso;2014-10-31;Maísa Duarte;Maísa Duarte;Any item that is commonly found on the floor;;Translated;
comida;foods;%s is a {food};TRUE;TRUE;item objetoVisualizável;fungo;;common;"""tomates"" ""bife"" ""sorvete"" ""torta de abóbora"" ""alcachofras"" ""queijo cheddar"" ""espinafre"" ""biscoitos"" ""maçãs"" ""alface"" ""pimentão"" ""pipoca"" ""panquecas"" ""iogurte"" ""salsão""";"""alimentos tais como _"" ""alimentos assim como _"" ""alimentos como _"" ""alimento tal como _"" ""alimento assim como _"" ""alimento como _"" ""_ é uma alimento"" ""_ é a alimento"" ""é a alimento _"" ""alimento conhecida como _"" ""alimento chamada de _"" ""alimento apelidada de _"" ""_ é uma das alimentos""  ""comidas tais como _"" ""comidas assim como _"" ""comidas como _"" ""comida tal como _"" ""comida assim como _"" ""comida como _"" ""_ é uma comida"" ""_ é a comida"" ""é a comida _"" ""comida conhecida como _"" ""comida chamada de _"" ""comida apelidada de _"" ""_ é uma das comidas""  ";;comida;2014-10-31;Maísa Duarte;Maísa Duarte;A food is any edible substance with nutritional value, whether it's a basic foodstuff like rice or apples, or a commercial product like Poptarts or I Can't Believe It's Not Butter.  “Nutritional value” encompasses anything useful for growth or life, such as water, so long as the organism gets it through ingestion.;/food/food;Translated;
fruta;fruits;%s is a {fruit};TRUE;TRUE;comida;planta produtoAgrícola;;all;"""tomates"" ""bife"" ""sorvete"" ""torta de maça"" ""alcachofras"" ""queijo cheddar"" ""espinafre"" ""biscoitos"" ""maçãs"" ""alface"" ""pimentão"" ""pipoca"" ""panquecas"" ""iogurte"" ""salsão""";"""frutas tais como _"" ""frutas assim como _"" ""frutas como _"" ""fruta tal como _"" ""fruta assim como _"" ""fruta como _"" ""_ é uma fruta"" ""_ é a fruta"" ""é a fruta _"" ""fruta conhecida como _"" ""fruta chamada de _"" ""fruta apelidada de _"" ""_ é uma das frutas""   ""frutos tais como _"" ""frutos assim como _"" ""frutos como _"" ""fruto tal como _"" ""fruto assim como _"" ""fruto como _"" ""_ é um fruto"" ""_ é a fruto"" ""é o fruto _"" ""fruto conhecido como _"" ""fruto chamado de _"" ""fruto apelidado de _"" ""_ é um das frutos""  ";;fruta;2014-10-31;Maísa Duarte;Maísa Duarte;A structure of a plant that contains its seeds.  This is closer to the botanical definition than the cullinary / colloquial definition, but is technically niether.;none;Translated;
fungo;fungi;%s is a {fungus};TRUE;TRUE;item espécies;comida;;common;" ""shimeji"" ""champignon"" ""cogumelo paris"" ""shiitake"" ""cardoncello"" ""hiratake"" ""cogumelo do sol"" ""eryngui"" ""morilles"" ""nameko"" ""porcini"" ""portobelo"" ""tortulho dos cavalos""";"""_ é um fungo"" ""_ é o fungo"" ""é o fungo _"" ""fungo conhecido como _"" ""fungo chamado de _"" ""fungo apelidado de _"" ""_ é um dos fungos"" ""fungos tais como _"" ""fungos assim como _"" ""fungos como _"" ""fungo tal como _"" ""fungo assim como _"" ""fungo como _"" ";;fungo;2014-10-31;Maísa Duarte;Maísa Duarte;Member of kingom fungi.;none;Removed all and added known names in Brazil;
